,# PDB,function,Heme,multiheme,ligand,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy
380,1cyf,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,443.0,-0.294,0.098,0.052,0.143,0.033,-0.197,0.038,0.183,0.117,-0.04,-0.073,0.013
381,1cyi,electron transporter,HEC_A_200,0,HIS-MET,HIS,MET,419.0,0.522,-0.518,-0.015,-0.091,-0.017,0.001,-0.284,0.168,-0.086,-0.064,-0.098,-0.006
382,1cyj,electron transporter,HEC_A_200,0,HIS-MET,HIS,MET,388.0,0.201,-0.679,-0.006,0.014,0.011,0.129,-0.387,0.149,0.052,0.012,0.025,-0.013
383,1cyo,oxidoreductase,HEM_A_201,0,HIS-HIS,HIS,HIS,528.0,0.364,0.313,-0.067,-0.129,-0.011,-0.096,-0.098,0.034,-0.037,-0.057,-0.057,0.009
388,1d06,transferase,HEM_A_501,0,HIS,HIS,,391.0,0.593,0.169,-0.581,-0.076,0.037,-0.151,-0.069,0.025,0.059,-0.059,0.022,-0.023
401,1d2u,oxidoreductase,HEM_A_185,0,HIS-NH3,HIS,NH3,499.0,0.281,0.584,-0.052,-0.001,-0.002,-0.106,0.049,0.086,-0.007,0.04,0.018,-0.006
404,1d3s,oxidoreductase,HEM_A_185,0,HIS-HOH,HIS,HOH,523.0,0.336,0.614,-0.1,-0.035,0.027,-0.16,0.013,0.015,-0.024,-0.094,0.015,0.014
441,1dcc,oxidoreductase,HEM_A_296,0,HIS-OXY,HIS,OXY,439.0,-0.571,0.366,0.122,0.145,-0.005,-0.118,0.089,-0.109,0.161,-0.32,-0.008,0.074
442,1dd7,oxidoreductase,HEM_A_600,0,CYS-1PM,CYS,1PM,522.0,-0.325,-0.926,0.163,-0.344,0.054,-0.168,-0.102,-0.083,0.017,-0.093,0.006,-0.006
465,1dj1,oxidoreductase,HEM_A_1,0,HIS-HOH,HIS,HOH,453.0,-0.767,0.127,-0.063,-0.113,-0.012,-0.147,0.264,0.007,0.063,-0.101,0.012,-0.04
466,1dj5,oxidoreductase,HEM_A_1,0,HIS-HGU,HIS,HGU,465.0,-0.687,0.346,-0.105,-0.111,-0.01,-0.224,0.115,0.018,0.066,-0.095,-0.018,-0.038
473,1dlw,oxygen carrier,HEM_A_144,0,HIS-HOH,HIS,HOH,520.0,-0.422,0.198,0.358,-0.09,0.0,0.057,-0.15,-0.005,0.029,0.068,-0.003,-0.047
474,1dly,oxygen carrier,HEM_A_144,0,HIS-CYN,HIS,CYN,502.0,-0.021,-0.185,0.035,-0.092,-0.014,0.003,0.002,0.008,0.007,-0.08,-0.04,0.008
475,1dm1,oxygen carrier,HEM_A_148,0,HIS-HOH,HIS,HOH,548.0,-0.28,0.262,-0.117,0.04,-0.001,0.062,0.069,-0.015,0.186,-0.048,-0.019,-0.05
492,1do1,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,501.0,0.233,0.04,-0.268,-0.061,-0.01,0.284,0.07,-0.055,0.035,0.0,0.012,0.021
493,1do3,oxygen carrier,HEM_A_154,0,HIS,HIS,,509.0,0.197,0.133,-0.324,-0.109,-0.007,0.16,0.017,-0.074,0.005,0.015,-0.011,0.031
494,1do4,oxygen carrier,HEM_A_154,0,HIS,HIS,,500.0,0.228,0.006,-0.34,-0.096,0.003,0.184,0.083,-0.05,0.011,0.004,0.004,0.048
495,1do7,hydrolase,HEM_A_154,0,HIS-CMO,HIS,CMO,490.0,0.274,0.013,-0.291,-0.019,-0.004,0.277,0.091,-0.055,-0.004,0.033,0.006,0.036
496,1dp6,transferase,HEM_A_719,0,HIS-OXY,HIS,OXY,450.0,0.436,0.322,-0.206,0.114,0.026,0.104,-0.01,0.029,-0.036,0.125,0.011,0.03
497,1dp8,transferase,HEM_A_719,0,HIS-NO,HIS,NO,428.0,0.453,0.333,-0.133,-0.041,0.027,0.041,0.015,0.002,-0.132,-0.036,0.04,0.003
498,1dp9,transferase,HEM_A_719,0,HIS-IMD,HIS,IMD,485.0,0.487,-0.021,-0.046,-0.07,0.049,-0.008,-0.113,0.049,-0.22,-0.159,-0.062,0.072
499,1drm,transferase,HEM_A_719,0,HIS,HIS,,451.0,0.594,0.374,-0.366,-0.005,-0.004,0.04,0.035,0.03,0.274,-0.129,-0.081,-0.014
500,1ds4,oxidoreductase,HEM_A_1001,0,IMD,IMD,,454.0,-0.499,0.444,-0.219,-0.08,0.014,-0.148,-0.001,-0.051,0.039,-0.022,0.005,-0.005
501,1dse,oxidoreductase,HEM_A_1001,0,PO4,PO4,,478.0,-0.544,0.098,-0.551,-0.039,0.001,0.015,0.094,-0.1,0.03,-0.011,-0.029,-0.029
502,1dsg,oxidoreductase,HEM_A_1001,0,HOH-IMD,HOH,IMD,497.0,-0.529,0.14,-0.471,-0.011,-0.021,-0.295,0.114,-0.22,0.0,-0.073,-0.033,-0.023
503,1dso,oxidoreductase,HEM_A_1001,0,HOH-IMD,HOH,IMD,498.0,-0.492,0.232,-0.257,-0.072,-0.001,-0.096,0.229,-0.089,0.034,-0.05,-0.001,-0.018
504,1dsp,oxidoreductase,HEM_A_1001,0,HOH-IMD,HOH,IMD,512.0,-0.529,0.261,-0.102,-0.06,-0.006,-0.136,0.068,-0.013,0.063,-0.004,-0.029,-0.004
505,1dt1,electron transporter,HEC_A_200,0,HIS-MET,HIS,MET,379.0,0.096,-0.888,-0.033,-0.083,0.024,0.238,0.004,0.033,-0.013,-0.008,-0.074,0.046
506,1dt6,oxidoreductase,HEM_A_501,0,CYS,CYS,,374.0,-0.125,0.113,-0.094,-0.226,0.006,-0.187,-0.163,0.154,0.023,-0.065,-0.012,-0.026
507,1dti,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,579.0,0.171,-0.011,-0.188,-0.036,0.003,0.089,-0.054,-0.009,-0.006,0.003,-0.006,0.002
508,1dtm,oxygen carrier,HEM_A_154,0,4MZ-HOH,4MZ,HOH,623.0,0.219,0.165,-0.1,0.494,-0.029,-0.007,0.14,-0.063,0.449,0.217,0.07,0.038
509,1duk,oxygen carrier,HEM_A_155,0,HIS-HOH,HIS,HOH,547.0,0.174,-0.004,-0.175,0.194,0.011,0.093,0.237,0.045,-0.01,-0.036,-0.057,0.126
510,1duo,oxygen carrier,HEM_A_154,0,1MZ-HOH,1MZ,HOH,599.0,0.019,0.193,-0.012,0.223,0.04,-0.038,0.233,0.032,0.092,-0.123,-0.097,0.115
520,1dve,oxidoreductase,HEM_A_300,0,HIS-HOH,HIS,HOH,560.0,-0.057,-0.075,-0.045,-0.209,-0.016,0.017,0.001,-0.004,-0.056,0.024,0.033,-0.031
535,1dwr,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,524.0,0.06,0.026,-0.206,-0.548,-0.018,0.126,-0.075,-0.021,0.083,-0.007,0.025,-0.018
536,1dws,oxygen carrier,HEM_A_154,0,HIS,HIS,,524.0,-0.071,-0.071,-0.225,-0.421,0.001,0.092,-0.001,-0.036,0.024,-0.135,0.005,-0.008
537,1dwt,oxygen carrier,HEM_A_154,0,HIS,HIS,,509.0,0.083,0.066,-0.177,-0.385,0.002,0.148,-0.035,-0.059,0.018,-0.084,0.005,0.028
544,1dxc,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,475.0,0.143,0.1,-0.275,-0.178,0.038,0.217,0.06,-0.039,-0.015,-0.033,0.006,0.01
545,1dxd,oxygen carrier,HEM_A_154,0,HIS,HIS,,477.0,0.086,0.123,-0.305,-0.205,0.027,0.204,0.106,-0.038,0.007,-0.073,-0.011,-0.004
562,1dy7,oxidoreductase,HEC_B_601,0,HIS-MET,HIS,MET,357.0,-0.112,-0.41,-0.074,-0.08,0.005,0.07,0.004,0.009,-0.036,0.059,-0.015,0.034
571,1e29,electron transporter,HEC_A_201,0,HIS-HIS,HIS,HIS,418.0,-0.297,-0.29,-0.132,-0.054,-0.023,0.074,-0.071,0.09,-0.005,0.005,-0.019,0.038
586,1e83,electron transporter,HEC_A_128,0,HIS,HIS,,401.0,-0.224,-0.414,0.245,-0.066,0.034,0.165,-0.121,0.004,0.08,0.068,0.009,-0.016
587,1e84,electron transporter,HEC_A_128,0,HIS,HIS,,400.0,-0.159,-0.346,0.135,-0.044,-0.021,0.108,-0.095,0.003,-0.114,0.073,-0.033,-0.009
588,1e85,electron transporter,HEC_A_128,0,NO,NO,,468.0,-0.278,-0.65,0.193,-0.033,-0.008,0.122,-0.035,0.019,0.039,0.008,-0.025,0.034
589,1e86,electron transporter,HEC_A_128,0,HIS-CMO,HIS,CMO,421.0,0.139,-0.195,0.097,-0.142,-0.032,-0.018,-0.017,-0.034,0.005,0.017,-0.002,-0.052
590,1e93,oxidoreductase,HEM_A_600,0,TYR-HOH,TYR,HOH,383.0,0.059,0.605,0.289,-0.042,0.025,-0.192,0.074,0.065,-0.062,-0.011,-0.027,0.003
591,1e9x,oxidoreductase,HEM_A_460,0,CYS-PIM,CYS,PIM,419.0,0.007,-0.053,0.021,-0.188,0.027,-0.007,0.005,-0.004,-0.031,0.0,-0.006,0.004
592,1ea1,oxidoreductase,HEM_A_460,0,CYS-TPF,CYS,TPF,460.0,-0.039,-0.004,-0.029,-0.204,0.026,-0.002,0.004,-0.001,-0.045,-0.016,-0.003,0.046
595,1ebc,oxygen carrier,HEM_A_154,0,HIS-CYN,HIS,CYN,534.0,0.134,0.073,-0.279,-0.115,0.025,0.237,0.002,0.027,0.091,0.138,-0.004,0.018
596,1ebe,oxidoreductase,HEM_A_1295,0,HIS-O,HIS,O,398.0,-0.403,0.551,-0.101,-0.065,0.02,-0.205,0.062,0.022,0.139,0.173,-0.017,0.013
597,1ebt,oxygen carrier,HEM_A_144,0,HIS-CYN,HIS,CYN,560.0,-0.424,-0.487,-0.16,0.065,0.056,0.186,-0.063,0.008,0.165,-0.116,-0.018,0.051
598,1eca,oxygen carrier,HEM_A_137,0,HIS-HOH,HIS,HOH,530.0,-0.044,-0.253,-0.066,-0.118,0.002,-0.035,0.033,-0.018,0.013,-0.009,0.023,0.0
599,1ecd,oxygen carrier,HEM_A_137,0,HIS,HIS,,532.0,0.051,-0.246,-0.087,-0.116,0.001,-0.135,-0.022,0.002,0.016,-0.009,0.008,0.004
600,1ecn,oxygen carrier,HEM_A_138,0,HIS-CYN,HIS,CYN,521.0,0.045,-0.381,-0.067,-0.117,0.001,-0.041,-0.022,0.003,0.015,-0.009,-0.013,-0.007
601,1eco,oxygen carrier,HEM_A_137,0,HIS-CMO,HIS,CMO,520.0,0.038,-0.234,-0.136,-0.115,0.001,-0.164,-0.006,0.002,0.017,-0.009,0.006,-0.017
608,1egy,oxidoreductase,HEM_A_410,0,CYS-9AP,CYS,9AP,465.0,0.186,-0.248,-0.091,0.23,-0.017,-0.155,0.136,-0.091,0.014,-0.075,-0.001,-0.034
609,1ehb,oxidoreductase,HEM_A_201,0,HIS-HIS,HIS,HIS,518.0,0.372,0.227,-0.129,-0.12,0.006,0.035,-0.064,0.076,0.058,-0.035,0.036,0.061
610,1ehe,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,425.0,-0.066,-0.2,-0.241,-0.167,0.006,-0.119,-0.072,-0.03,-0.04,-0.019,0.005,0.045
611,1ehf,oxidoreductase,HEM_A_501,0,CYS,CYS,,427.0,-0.099,-0.105,-0.239,-0.175,-0.006,-0.033,-0.046,-0.028,0.026,0.026,-0.028,0.037
612,1ehg,oxidoreductase,HEM_A_501,0,CYS,CYS,,427.0,-0.132,-0.177,-0.279,-0.165,0.001,-0.159,-0.08,-0.016,0.004,0.015,0.001,0.014
613,1ehk,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,366.0,-0.553,0.365,0.193,0.06,-0.002,0.072,0.021,0.037,0.014,0.039,0.006,-0.017
614,1emy,oxygen carrier,HEM_A_154,0,HIS-CYN,HIS,CYN,547.0,-0.033,0.152,-0.255,-0.098,0.004,0.215,-0.047,-0.012,0.014,0.102,0.034,-0.019
619,1es1,oxidoreductase,HEM_A_201,0,HIS-HIS,HIS,HIS,496.0,0.369,0.256,-0.161,-0.068,0.007,-0.073,-0.175,0.034,-0.023,-0.026,0.038,0.095
626,1euo,oxidoreductase,HEM_A_260,0,HIS-NH3,HIS,NH3,563.0,0.383,-1.175,-0.043,0.064,0.01,-0.06,-0.003,-0.067,0.007,0.003,0.061,-0.031
627,1eup,oxidoreductase,HEM_A_410,0,CYS,CYS,,455.0,-0.098,-0.244,-0.216,0.011,-0.012,-0.057,0.179,0.041,-0.112,-0.131,0.055,0.01
628,1ew0,transferase,HEM_A_501,0,HIS,HIS,,387.0,0.514,0.217,-0.628,-0.015,0.025,-0.119,0.007,0.006,0.043,-0.008,-0.018,0.02
645,1f1f,electron transporter,HEC_A_200,0,HIS-MET,HIS,MET,371.0,0.045,-0.653,0.055,-0.169,-0.003,0.124,-0.329,0.006,-0.042,0.043,-0.016,-0.047
646,1f24,oxidoreductase,HEM_A_501,0,CYS-NO,CYS,NO,431.0,-0.225,-0.238,-0.158,-0.181,-0.026,-0.113,-0.018,-0.002,-0.004,0.05,-0.048,-0.001
647,1f25,oxidoreductase,HEM_A_501,0,CYS-NO,CYS,NO,422.0,-0.235,-0.287,-0.13,-0.135,-0.028,-0.069,-0.029,-0.014,-0.034,0.118,-0.01,0.009
648,1f26,oxidoreductase,HEM_A_501,0,CYS-NO,CYS,NO,421.0,-0.021,-0.277,-0.131,-0.14,-0.028,-0.136,0.021,0.003,0.079,0.011,-0.04,-0.064
669,1f63,oxygen carrier,HEM_A_200,0,HIS,HIS,,511.0,0.236,0.074,-0.345,-0.079,-0.024,0.137,0.039,-0.01,-0.03,-0.09,0.08,-0.016
670,1f65,oxygen carrier,HEM_A_200,0,HIS-OXY,HIS,OXY,490.0,0.133,-0.036,-0.247,-0.05,-0.007,0.248,0.15,-0.004,-0.013,-0.018,0.025,0.002
677,1fcb,oxidoreductase,HEM_A_560,0,HIS-HIS,HIS,HIS,420.0,-0.035,-0.216,-0.105,-0.131,0.019,-0.144,0.104,-0.052,-0.056,-0.117,-0.033,0.018
682,1fcs,oxygen carrier,HEM_A_155,0,HIS,HIS,,541.0,0.262,0.266,-0.298,0.105,-0.064,0.128,0.061,-0.014,0.024,0.145,0.026,-0.126
714,1flp,oxygen carrier,HEM_A_143,0,HIS-HOH,HIS,HOH,575.0,-0.407,-0.333,0.027,-0.057,0.02,0.146,-0.061,0.041,0.104,-0.013,-0.087,-0.006
792,1gdi,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,526.0,0.066,-0.747,-0.186,0.05,-0.042,-0.026,0.007,-0.018,0.097,0.008,0.007,-0.066
793,1gdj,oxygen carrier,HEM_A_154,0,HIS,HIS,,500.0,0.105,-0.51,-0.231,-0.113,0.05,-0.007,-0.146,0.041,0.241,0.186,-0.04,0.011
794,1gdk,oxygen carrier,HEM_A_154,0,HIS-ISQ,HIS,ISQ,560.0,0.158,-0.765,-0.386,0.002,-0.002,-0.062,-0.224,-0.057,0.277,0.117,-0.058,-0.097
795,1gdl,oxygen carrier,HEM_A_154,0,HIS-NO,HIS,NO,484.0,0.061,-0.474,-0.094,-0.026,0.003,-0.08,-0.154,-0.03,0.238,0.023,0.042,-0.081
796,1gdv,electron transporter,HEC_A_101,0,HIS-MET,HIS,MET,385.0,0.426,-0.588,-0.049,-0.017,0.013,-0.051,-0.213,0.09,0.02,0.044,-0.016,-0.018
797,1geb,oxidoreductase,HEM_A_417,0,CYS,CYS,,434.0,0.312,-0.156,-0.208,-0.094,0.012,-0.068,0.025,0.015,0.051,-0.104,-0.025,0.018
798,1ged,oxidoreductase,HEM_A_501,0,CYS,CYS,,429.0,-0.104,-0.281,-0.239,-0.062,0.001,-0.18,-0.18,-0.057,0.143,0.001,-0.082,0.064
799,1gei,oxidoreductase,HEM_A_501,0,CYS-NBN,CYS,NBN,439.0,-0.164,-0.307,-0.106,-0.214,-0.002,-0.085,-0.051,-0.061,0.009,-0.067,-0.002,0.001
800,1gej,oxidoreductase,HEM_A_501,0,CYS-NBN,CYS,NBN,435.0,-0.099,-0.27,-0.199,-0.187,-0.001,-0.091,-0.056,-0.072,-0.002,-0.03,-0.004,-0.023
801,1gek,oxidoreductase,HEM_A_417,0,CYS-NBN,CYS,NBN,418.0,0.406,-0.285,0.109,-0.093,0.0,0.103,-0.021,-0.072,-0.133,0.095,-0.063,0.008
802,1gem,oxidoreductase,HEM_A_417,0,CYS-NBN,CYS,NBN,452.0,0.467,-0.163,-0.088,-0.15,-0.002,0.07,-0.08,-0.119,0.024,-0.09,0.01,-0.004
819,1gjm,oxidoreductase,HEM_A_417,0,CYS-HOH,CYS,HOH,407.0,0.559,-0.073,0.166,-0.064,0.015,0.048,-0.084,0.002,-0.02,0.064,-0.076,-0.029
820,1gjn,oxygen carrier,HEM_A_1154,0,HIS-OH,HIS,OH,496.0,0.03,-0.045,-0.169,-0.129,-0.015,0.223,0.054,-0.042,0.004,0.036,-0.003,0.011
861,1gvh,oxidoreductase,HEM_A_1398,0,HIS,HIS,,442.0,0.142,-0.208,-0.435,-0.161,-0.006,-0.171,0.054,-0.106,-0.085,-0.029,-0.069,-0.025
862,1gw2,oxidoreductase,HEM_A_350,0,HIS,HIS,,398.0,-0.801,0.106,0.029,-0.142,0.009,-0.218,0.165,-0.004,0.021,-0.005,0.028,-0.014
863,1gwe,oxidoreductase,HEM_A_504,0,TYR-HOH,TYR,HOH,377.0,-0.157,0.653,0.352,-0.204,-0.004,-0.101,0.07,0.009,-0.024,0.022,-0.024,0.014
864,1gwf,oxidoreductase,HEM_A_504,0,TYR-O,TYR,O,381.0,-0.079,0.742,0.404,-0.111,0.014,-0.102,0.224,0.042,-0.067,-0.045,-0.123,-0.011
865,1gwh,oxidoreductase,HEM_A_504,0,TYR-HOH,TYR,HOH,399.0,-0.101,0.681,0.29,-0.092,-0.013,-0.069,0.144,0.004,-0.05,0.01,-0.034,0.03
868,1gwo,oxidoreductase,HEM_A_350,0,HIS,HIS,,419.0,-0.784,-0.047,0.208,-0.202,0.001,-0.143,0.179,-0.033,0.062,-0.065,-0.011,-0.021
885,1gwt,oxidoreductase,HEM_A_350,0,HIS-HOH,HIS,HOH,412.0,-0.785,0.297,0.169,-0.172,0.014,-0.127,0.081,-0.016,0.019,0.01,-0.032,-0.004
886,1gwu,oxidoreductase,HEM_A_1306,0,HIS,HIS,,386.0,-0.832,0.029,-0.009,-0.058,-0.052,-0.199,0.151,0.048,-0.064,0.038,-0.01,0.006
897,1gza,oxidoreductase,HEM_A_345,0,HIS,HIS,,468.0,-1.075,0.472,0.429,0.11,-0.005,-0.035,0.141,0.069,0.093,0.073,-0.043,-0.001
898,1gzb,oxidoreductase,HEM_A_345,0,HIS,HIS,,469.0,-1.102,0.634,0.456,0.121,-0.008,-0.01,0.19,0.08,0.093,0.09,-0.034,0.017
907,1h1x,oxygen carrier,HEM_A_1154,0,HIS-CYN,HIS,CYN,538.0,0.26,0.141,-0.288,-0.133,0.005,0.18,0.035,-0.015,0.028,-0.02,-0.005,0.007
1000,1h55,oxidoreductase,HEM_A_350,0,HIS-O,HIS,O,388.0,-0.745,0.007,-0.049,-0.13,0.012,-0.203,0.173,-0.006,-0.002,0.026,-0.004,0.024
1001,1h57,oxidoreductase,HEM_A_350,0,HIS-OXY,HIS,OXY,391.0,-0.781,0.184,-0.071,-0.133,0.023,-0.227,0.178,-0.009,-0.023,0.009,-0.006,-0.025
1002,1h58,oxidoreductase,HEM_A_350,0,HIS,HIS,,396.0,-0.816,0.149,0.047,-0.158,0.007,-0.218,0.171,0.003,-0.032,0.051,-0.02,-0.007
1003,1h5a,oxidoreductase,HEM_A_350,0,HIS,HIS,,401.0,-0.835,-0.015,0.076,-0.161,0.009,-0.136,0.205,-0.001,0.004,0.014,0.015,-0.017
1004,1h5c,oxidoreductase,HEM_A_350,0,HIS,HIS,,393.0,-0.799,0.098,0.028,-0.106,0.011,-0.247,0.197,0.001,-0.039,0.019,0.001,-0.015
1005,1h5d,oxidoreductase,HEM_A_350,0,HIS,HIS,,386.0,-0.773,0.173,-0.052,-0.13,0.017,-0.242,0.193,-0.001,-0.02,0.045,-0.018,0.01
1006,1h5e,oxidoreductase,HEM_A_350,0,HIS,HIS,,386.0,-0.774,0.119,-0.057,-0.134,0.025,-0.22,0.241,-0.026,-0.015,0.011,-0.036,-0.027
1007,1h5f,oxidoreductase,HEM_A_350,0,HIS,HIS,,392.0,-0.745,0.152,-0.016,-0.128,0.028,-0.235,0.156,-0.017,-0.04,0.033,0.005,-0.011
1008,1h5g,oxidoreductase,HEM_A_350,0,HIS,HIS,,388.0,-0.792,0.161,0.023,-0.126,0.027,-0.232,0.19,-0.015,-0.049,-0.02,0.002,-0.034
1009,1h5h,oxidoreductase,HEM_A_350,0,HIS,HIS,,390.0,-0.761,0.072,-0.006,-0.141,0.008,-0.205,0.192,-0.003,-0.024,0.008,-0.007,-0.011
1010,1h5i,oxidoreductase,HEM_A_350,0,HIS,HIS,,393.0,-0.802,0.117,-0.036,-0.124,0.015,-0.263,0.199,0.002,0.001,0.027,-0.016,-0.006
1011,1h5j,oxidoreductase,HEM_A_350,0,HIS,HIS,,393.0,-0.705,0.133,0.009,-0.142,0.014,-0.225,0.166,-0.021,-0.051,0.022,-0.017,0.018
1012,1h5k,oxidoreductase,HEM_A_350,0,HIS,HIS,,395.0,-0.755,0.139,0.011,-0.136,0.03,-0.203,0.173,-0.006,-0.018,0.036,-0.004,0.005
1013,1h5l,oxidoreductase,HEM_A_350,0,HIS,HIS,,394.0,-0.808,0.1,0.015,-0.148,0.026,-0.257,0.186,-0.012,-0.023,0.034,0.007,-0.006
1014,1h5m,oxidoreductase,HEM_A_350,0,HIS,HIS,,381.0,-0.762,0.09,-0.035,-0.132,0.011,-0.224,0.157,0.017,-0.017,0.042,-0.011,-0.02
1015,1h5z,oxidoreductase,HEM_A_460,0,CYS-HOH,CYS,HOH,435.0,-0.058,-0.015,0.017,-0.167,0.025,-0.009,0.018,-0.005,-0.049,0.01,-0.017,0.018
1016,1h6n,oxidoreductase,HEM_A_600,0,TYR-HOH,TYR,HOH,408.0,-0.013,0.297,0.144,-0.09,0.02,-0.111,0.19,0.122,-0.06,-0.031,-0.002,-0.021
1017,1h7k,oxidoreductase,HEM_A_600,0,TYR,TYR,,423.0,0.05,0.265,0.158,-0.056,0.031,-0.048,0.069,0.101,-0.044,-0.008,-0.001,-0.019
1040,1hbg,oxygen carrier,HEM_A_148,0,HIS-CMO,HIS,CMO,538.0,-0.009,-0.233,0.264,-0.106,-0.008,-0.047,-0.055,0.045,-0.045,0.04,0.018,-0.0
1059,1hbz,oxidoreductase,HEM_A_504,0,TYR-HOH,TYR,HOH,395.0,-0.151,0.563,0.222,-0.111,-0.005,0.018,0.049,0.004,-0.049,0.061,-0.001,0.038
1060,1hch,oxidoreductase,HEM_A_350,0,HIS-O,HIS,O,381.0,-0.717,0.034,-0.04,-0.135,0.007,-0.202,0.159,-0.007,-0.022,-0.008,-0.009,-0.011
1065,1hcz,electron transporter,HEM_A_253,0,HIS-TYR,HIS,TYR,332.0,-0.583,-0.869,-0.038,-0.035,0.014,0.002,-0.108,0.005,-0.108,0.071,-0.056,-0.022
1093,1hh7,electron transporter,HEC_A_115,0,HIS-NH3,HIS,NH3,359.0,-0.443,-0.57,-0.112,-0.045,0.007,0.164,0.009,0.072,-0.003,0.014,0.006,0.015
1102,1hjt,oxygen carrier,HEM_A_160,0,HIS-NO,HIS,NO,553.0,-0.001,-0.007,-0.154,-0.275,0.008,0.186,0.057,-0.003,0.021,-0.006,-0.029,0.016
1103,1hlb,oxygen carrier,HEM_A_158,0,HIS-HIS,HIS,HIS,525.0,0.033,-0.147,0.191,-0.147,0.038,-0.03,0.211,-0.165,0.003,0.133,-0.048,0.014
1104,1hlm,oxygen carrier,HEM_A_159,0,HIS-CYN,HIS,CYN,625.0,0.12,0.204,0.01,0.01,0.02,-0.045,0.241,-0.198,-0.046,0.044,0.05,0.056
1105,1hrc,hydrolase,HEC_A_105,0,HIS-MET,HIS,MET,346.0,-0.224,-1.004,0.014,-0.006,-0.044,0.135,-0.128,0.022,-0.114,0.135,-0.023,0.074
1106,1hrm,oxygen carrier,HEM_A_154,0,TYR,TYR,,670.0,0.389,0.179,-0.332,-0.07,0.013,0.042,-0.066,-0.073,-0.089,-0.015,0.004,0.012
1109,1hsr,oxidoreductase,HEM_A_345,0,HIS-HOH,HIS,HOH,476.0,-0.764,0.585,0.233,0.015,0.002,-0.015,0.126,0.067,-0.002,-0.004,-0.028,-0.013
1110,1hsy,oxygen carrier,HEM_A_154,0,HIS,HIS,,595.0,0.161,-0.175,-0.268,-0.066,0.025,0.079,0.074,-0.023,-0.018,-0.039,-0.006,-0.049
1123,1hzu,oxidoreductase,HEC_A_601,0,HIS-MET,HIS,MET,395.0,0.029,-0.519,-0.258,0.19,0.043,-0.064,0.117,0.073,0.033,-0.054,0.07,0.02
1124,1hzv,oxidoreductase,HEC_A_601,0,HIS,HIS,,559.0,-0.563,-0.875,-0.028,0.012,0.026,-0.224,-0.427,0.215,0.084,0.284,-0.032,-0.27
1139,1i8o,electron transporter,HEC_A_115,0,HIS-NH3,HIS,NH3,372.0,-0.444,-0.53,-0.094,-0.044,0.007,0.132,-0.01,0.044,-0.003,0.049,0.02,0.023
1152,1ike,oxidoreductase,HEM_A_185,0,HIS-HSM,HIS,HSM,518.0,0.237,0.524,-0.003,-0.062,0.005,-0.135,-0.117,-0.026,-0.003,-0.05,-0.03,-0.022
1153,1ikj,oxidoreductase,HEM_A_185,0,HIS-IMD,HIS,IMD,457.0,0.305,0.423,-0.057,-0.06,-0.016,-0.191,0.074,0.028,0.067,-0.046,-0.022,0.0
1154,1io3,electron transporter,HEC_A_108,0,HIS-MET,HIS,MET,304.0,-0.377,-0.545,0.011,-0.114,0.004,0.162,-0.154,-0.018,0.06,0.045,-0.009,0.077
1173,1irc,oxygen carrier,HEM_A_154,0,HOH-IMD,HOH,IMD,619.0,0.218,0.094,0.052,0.29,0.008,0.093,-0.009,0.009,0.444,-0.111,0.098,0.058
1176,1irv,electron transporter,HEM_A_104,0,HIS-MET,HIS,MET,305.0,-0.067,-1.012,0.184,-0.087,0.002,0.396,-0.338,0.054,0.161,-0.088,-0.075,0.101
1177,1irw,electron transporter,HEM_A_104,0,HIS-MET,HIS,MET,352.0,-0.059,-0.99,-0.001,-0.029,-0.015,0.093,-0.287,0.073,0.088,0.039,-0.111,-0.028
1188,1ivj,oxidoreductase,HEM_A_300,0,HIS-AZI,HIS,AZI,560.0,-0.277,-0.485,-0.137,-0.115,0.006,0.007,-0.218,0.006,-0.067,0.006,-0.053,-0.009
1197,1iwi,oxidoreductase,HEM_A_417,0,CYS,CYS,,471.0,0.401,-0.372,-0.148,-0.123,0.0,0.027,-0.116,-0.105,0.036,-0.111,0.001,-0.027
1198,1iwj,oxidoreductase,HEM_A_417,0,CYS,CYS,,475.0,0.341,-0.246,-0.154,-0.084,0.001,0.058,-0.044,-0.117,-0.0,-0.104,-0.006,0.003
1199,1iwk,oxidoreductase,HEM_A_417,0,CYS,CYS,,456.0,0.153,-0.317,-0.203,-0.02,-0.004,-0.037,-0.012,-0.017,-0.044,-0.046,0.002,-0.011
1200,1ix3,oxidoreductase,HEM_A_300,0,HIS-CYN,HIS,CYN,572.0,-0.035,-0.143,-0.093,-0.226,0.006,-0.069,-0.174,0.078,-0.002,-0.014,-0.04,0.025
1201,1ix4,oxidoreductase,HEM_A_300,0,HIS-CMO,HIS,CMO,589.0,-0.026,-0.39,-0.021,-0.227,-0.005,-0.074,0.064,0.037,-0.013,-0.006,-0.018,0.016
